"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.963727125E0,1.269812597E-1,4.312672377E-2,7.434210280E-2,1.533326543E-1
2.973705125E0,6.517863879E-2,3.147439241E-2,8.230188092E-2,1.096015143E-1
2.983684125E0,3.940983150E-2,1.711889327E-2,7.538345536E-2,8.676898448E-2
2.993662125E0,1.821771299E-2,1.232476115E-2,9.342915058E-2,9.598328491E-2
3.003641125E0,1.249272242E-2,-1.299602151E-2,8.290065408E-2,8.483798168E-2
3.013619125E0,9.062142726E-3,-1.258437753E-2,2.694689333E-2,3.109057814E-2
3.023597125E0,1.867352173E-2,-1.263057053E-2,-2.505767623E-2,3.370636236E-2
3.033576125E0,2.417158552E-2,1.089336276E-3,-2.972433904E-2,3.832738618E-2
3.043554125E0,6.864059245E-2,-4.953761101E-3,-2.119266668E-2,7.200833148E-2
3.053533125E0,1.089126324E-1,-2.267550230E-2,5.901010036E-3,1.114044965E-1
3.063511125E0,1.578190000E-1,-1.539513409E-2,6.031110585E-2,1.696504536E-1
3.073489000E0,1.485039469E-1,-4.806995988E-3,5.379495045E-2,1.580203346E-1
3.083468000E0,1.031593742E-1,-2.099852085E-2,5.036791563E-3,1.053952733E-1
3.093446000E0,9.219544290E-2,-3.687546551E-2,-7.087000787E-2,1.219932689E-1
3.103425000E0,9.933218887E-2,-3.956810832E-2,-7.948003292E-2,1.332276044E-1
3.113403000E0,1.326122198E-1,-4.927799463E-2,-6.122151732E-2,1.541505620E-1
3.123381000E0,9.958502613E-2,-8.367014766E-2,-7.523086131E-2,1.502582894E-1
3.133360000E0,1.034844612E-1,-7.329309404E-2,-5.356519142E-2,1.376595114E-1
3.143338000E0,9.739071228E-2,-5.108770788E-2,-2.914601287E-2,1.137734363E-1
3.153317000E0,7.464650519E-2,-7.064839840E-2,-3.185502788E-2,1.076012999E-1
3.163295000E0,5.130602829E-2,-7.224585772E-2,-7.070453167E-2,1.133618247E-1
3.173273000E0,4.468506156E-2,-6.053037643E-2,-5.799851378E-2,9.499741469E-2
3.183252000E0,4.021998150E-2,-6.035437524E-2,-2.659372151E-2,7.724974788E-2
3.193230000E0,3.656735379E-2,-4.941481948E-2,-9.211118817E-3,6.215979776E-2
3.203209000E0,4.133986948E-2,-2.067633927E-2,3.581127226E-2,5.847172851E-2
3.213187000E0,5.941969782E-2,3.415943384E-3,4.994399250E-2,7.769666367E-2
3.223165000E0,5.229987223E-2,3.483478725E-2,8.824965041E-2,1.083362351E-1
3.233144000E0,5.816729732E-2,5.516847968E-2,1.074279513E-1,1.340438747E-1
3.243122000E0,3.030074660E-2,4.469026923E-2,-9.720060468E-2,1.111904356E-1
3.253101000E0,-4.165740984E-2,-4.553109884E-2,-3.794667542E-1,3.844521274E-1
3.263079000E0,-1.493991008E-2,-9.170597613E-2,-3.199064308E-1,3.331265697E-1
3.273057000E0,1.027089925E-1,-8.456652582E-2,-1.153112040E-1,1.760605242E-1
3.283036000E0,1.488298561E-1,-4.090536654E-2,2.168907702E-2,1.558652981E-1
3.293014000E0,9.333658185E-2,2.976232767E-4,2.293330421E-1,2.475993746E-1
3.302993000E0,-2.228485348E-2,1.143943423E-1,6.220601302E-1,6.328834694E-1
3.312971000E0,-1.960451906E-1,2.208429033E-1,8.636957324E-1,9.127845434E-1
3.322949000E0,-1.764589002E-1,2.805476528E-1,5.014250547E-1,6.010589109E-1
