"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.945975833E0,-5.495831613E-1,-5.389542389E-1,-4.907626569E-2,7.713117416E-1
2.955953833E0,-5.248561634E-1,-4.631129283E-1,-2.836256272E-1,7.552423935E-1
2.965931833E0,-4.867654638E-1,-4.090337849E-1,-4.062366231E-1,7.545047699E-1
2.975909833E0,-3.517229585E-1,-3.421971864E-1,-4.987751696E-1,6.997032397E-1
2.985886833E0,-1.676812976E-1,-2.516893047E-1,-5.120500302E-1,5.946929940E-1
2.995864833E0,-2.390290596E-2,-1.739640212E-1,-4.871977557E-1,5.178768992E-1
3.005842833E0,2.559463335E-2,-1.184716058E-1,-4.585398209E-1,4.742882815E-1
3.015820833E0,2.423588661E-2,-7.930870950E-2,-5.337176187E-1,5.401219734E-1
3.025797833E0,-8.618985906E-2,-7.206751764E-2,-6.581989197E-1,6.677186809E-1
3.035775833E0,-2.064333539E-1,-9.002022386E-2,-6.809609608E-1,7.172351082E-1
3.045753833E0,-2.497957205E-1,-1.461435539E-1,-6.748131251E-1,7.342537669E-1
3.055731833E0,-2.143813462E-1,-1.429813796E-1,-5.949261260E-1,6.483364342E-1
3.065708833E0,-2.127520561E-1,-1.580613488E-1,-4.131568028E-1,4.908618656E-1
3.075686833E0,-2.925668604E-1,-1.625946951E-1,-2.461544766E-1,4.154809611E-1
3.085664833E0,-2.958967036E-1,-1.085149670E-1,-9.020689622E-2,3.278225760E-1
3.095642833E0,-2.446398284E-1,-1.706451416E-2,1.175407290E-2,2.455157867E-1
3.105619833E0,-2.667787573E-1,6.620977700E-2,1.073570721E-1,2.950935121E-1
3.115597833E0,-2.484128540E-1,1.304946506E-1,1.728530502E-1,3.295693809E-1
3.125575833E0,-1.534884607E-1,1.940983236E-1,1.569217265E-1,2.930141550E-1
3.135553833E0,-1.806856331E-1,2.694554847E-1,6.342694089E-2,3.305700124E-1
3.145530833E0,-2.191451094E-1,3.045200676E-1,-1.287162200E-2,3.753967623E-1
3.155508833E0,-1.967110971E-1,3.172418547E-1,-8.679022193E-2,3.832364710E-1
3.165486833E0,-9.193540625E-2,2.885296869E-1,-1.459536655E-1,3.361606337E-1
3.175464833E0,-6.624950152E-2,2.469197309E-1,-2.030170816E-1,3.264571724E-1
3.185441833E0,-1.252171913E-1,2.323782903E-1,-1.658119793E-1,3.117252433E-1
3.195419833E0,-4.481022852E-2,2.235396391E-1,-4.387589827E-2,2.321702420E-1
3.205397833E0,3.903102329E-2,1.817080736E-1,3.893777847E-2,1.898878495E-1
3.215374833E0,-3.905041960E-2,1.985620880E-1,1.166227162E-2,2.027013731E-1
3.225352833E0,-2.607554126E-1,3.461002028E-1,-1.134294055E-1,4.479341086E-1
3.235330833E0,-3.819392859E-1,4.216099763E-1,-3.403050274E-1,6.629027846E-1
3.245308833E0,-3.895464769E-1,4.230554080E-1,-5.727279027E-1,8.116277388E-1
3.255285833E0,-3.898790373E-1,5.368240982E-1,-4.154253763E-1,7.827924498E-1
3.265263833E0,-3.338971734E-1,7.884449905E-1,2.868527055E-2,8.567121280E-1
3.275241833E0,-3.231394295E-1,8.990807426E-1,3.212770182E-1,1.007960413E0
3.285219833E0,-1.868759159E-1,8.213718313E-1,4.170555800E-1,9.399519403E-1
3.295196833E0,4.705109169E-2,7.338226408E-1,3.382557245E-1,8.093987945E-1
3.305174833E0,2.853403232E-1,6.458068424E-1,2.304902244E-1,7.427054068E-1
3.315152833E0,5.210054795E-1,5.747011918E-1,2.290496166E-1,8.088213007E-1
3.325130833E0,7.104041035E-1,4.793664336E-1,3.395269091E-1,9.218159741E-1
3.335107833E0,8.411035529E-1,3.489624149E-1,4.991732919E-1,1.038462291E0
3.345085833E0,8.329746806E-1,1.716912085E-1,6.971049770E-1,1.099672696E0
3.355063833E0,7.097760395E-1,-4.971419692E-2,8.560743253E-1,1.113156224E0
3.365041833E0,5.721607228E-1,-2.289909983E-1,9.891365614E-1,1.165416624E0
3.375018833E0,4.483447984E-1,-3.261372238E-1,1.016899068E0,1.158215119E0
3.384996833E0,2.514975160E-1,-3.757987958E-1,9.316919799E-1,1.035628158E0
3.394974833E0,-1.499084938E-2,-4.068720692E-1,7.449410482E-1,8.489445045E-1
3.404952833E0,-2.630211721E-1,-3.283059561E-1,5.482922423E-1,6.910783753E-1
3.414929833E0,-3.265079373E-1,-2.309732044E-1,5.078177425E-1,6.464015113E-1
3.424907833E0,-1.956184900E-1,-2.081883591E-1,5.700528015E-1,6.376277778E-1
3.434885833E0,-2.271307980E-2,-1.399402428E-1,6.109140947E-1,6.271484566E-1
3.444863833E0,1.473386334E-1,-1.191867203E-1,5.743256544E-1,6.047843454E-1
3.454840833E0,2.353261641E-1,-1.184412003E-1,4.979231572E-1,5.633242334E-1
3.464818833E0,2.900706475E-1,-1.336100471E-1,5.299887031E-1,6.187735052E-1
3.474796833E0,4.162936513E-1,-1.218857950E-1,5.384579565E-1,6.914430721E-1
3.484773833E0,4.644912997E-1,-6.524147809E-2,6.357835454E-1,7.900818531E-1
3.494751833E0,5.673512417E-1,-8.136517525E-2,7.813423046E-1,9.690219400E-1
3.504729833E0,6.844761606E-1,-1.094148535E-1,8.709228909E-1,1.113097438E0
3.514707833E0,7.945706798E-1,-1.343280852E-1,9.086689337E-1,1.214522882E0
3.524684833E0,8.451507032E-1,-1.480555934E-1,1.015161422E0,1.329192568E0
3.534662833E0,8.221897106E-1,-2.278794426E-1,1.136863614E0,1.421402068E0
3.544640833E0,7.072917768E-1,-3.354448217E-1,1.116213734E0,1.363348079E0
3.554618833E0,6.128590979E-1,-3.830528516E-1,1.026200380E0,1.255154565E0
3.564595833E0,5.949251758E-1,-4.236705351E-1,9.640409696E-1,1.209465865E0
3.574573833E0,4.361499551E-1,-4.929033226E-1,7.125791216E-1,9.700255013E-1
3.584551833E0,2.406272680E-1,-5.645194352E-1,3.584056681E-1,7.106604659E-1
3.594529833E0,1.019280054E-1,-5.539739817E-1,-8.715859652E-3,5.633404450E-1
3.604506833E0,4.738543365E-2,-4.833010250E-1,-2.675744355E-1,5.544558942E-1
3.614484833E0,5.611518044E-2,-4.200014073E-1,-4.448742932E-1,6.143803645E-1
3.624462833E0,1.183209303E-1,-4.283863145E-1,-4.183039606E-1,6.103219482E-1
3.634440833E0,1.837273913E-1,-3.710795081E-1,-2.776469222E-1,4.985414416E-1
3.644417833E0,1.798534282E-1,-3.402038705E-1,-1.009054005E-1,3.978288941E-1
3.654395833E0,2.016810111E-1,-3.523818666E-1,9.788589835E-2,4.176480088E-1
3.664373833E0,2.726350179E-1,-3.570251405E-1,2.726879717E-1,5.255050275E-1
3.674351833E0,4.666565237E-1,-3.298268169E-1,4.556682533E-1,7.308813839E-1
3.684328833E0,5.494865726E-1,-2.788677478E-1,4.617641218E-1,7.700187130E-1
3.694306833E0,5.038965265E-1,-2.263427943E-1,4.035732163E-1,6.841155684E-1
3.704284833E0,4.701972686E-1,-1.780857235E-1,4.351251575E-1,6.649314994E-1
3.714262833E0,4.390566791E-1,-1.686220050E-1,4.276097312E-1,6.356526018E-1
3.724239833E0,4.284211054E-1,-2.046104479E-1,3.819423191E-1,6.093357154E-1
3.734217833E0,4.195327895E-1,-2.041561192E-1,3.167734196E-1,5.639440414E-1
3.744195833E0,4.464202239E-1,-2.244933200E-1,2.038163229E-1,5.396567062E-1
3.754173833E0,5.198581462E-1,-2.528920770E-1,2.687601046E-1,6.375255984E-1
3.764150833E0,6.157937423E-1,-2.299008250E-1,3.741089505E-1,7.563159586E-1
3.774128833E0,6.356981029E-1,-2.105342621E-1,4.742805254E-1,8.205965942E-1
3.784106833E0,6.150065609E-1,-1.356992573E-1,5.528588446E-1,8.380335676E-1
3.794084833E0,5.441984604E-1,-1.827664196E-2,4.541509008E-1,7.090409302E-1
3.804061833E0,3.563062619E-1,1.490630686E-2,2.237102316E-1,4.209781681E-1
3.814039833E0,2.029799701E-1,4.998784661E-3,8.789461479E-2,2.212494506E-1
3.824017833E0,2.497965245E-1,7.983671308E-2,1.892053004E-1,3.233741642E-1
3.833994833E0,3.834367578E-1,4.369039536E-3,5.328912610E-1,6.565180361E-1
3.843972833E0,5.335149396E-1,-1.698089898E-2,9.084218158E-1,1.053639757E0
3.853950833E0,6.651125944E-1,1.725688756E-2,9.333267152E-1,1.146198639E0
3.863928833E0,3.741640970E-1,-1.173132724E-1,-8.764724833E-1,9.601901839E-1
3.873905833E0,-1.808086439E-1,-1.857099080E-1,-1.679809163E0,1.699687841E0
3.883883833E0,-1.045057322E-1,-3.650124371E-2,-3.556709254E-1,3.724991222E-1
3.893861833E0,1.324825943E-1,2.228116608E-1,5.612138580E-1,6.181890232E-1
3.903839833E0,3.265685656E-1,4.501297706E-1,1.380500134E0,1.488302542E0
3.913816833E0,4.906628157E-1,4.648314250E-1,1.070214273E0,1.265771244E0
